Attrition,Department,Gender,Age,MonthlyIncome,JobRole,YearsAtCompany
Yes,Research & Development,Female,35,2074,Laboratory Technician,1
Yes,Research & Development,Female,53,10169,Manufacturing Director,33
Yes,Research & Development,Male,38,4855,Manufacturing Director,5
No,Research & Development,Male,32,4087,Research Scientist,6
No,Research & Development,Female,48,2367,Research Scientist,8
No,Research & Development,Male,34,2972,Research Scientist,1
No,Sales,Male,55,19586,Manager,36
No,Research & Development,Male,34,5484,Research Scientist,2
No,Research & Development,Female,26,2061,Research Scientist,1
No,Sales,Male,38,9924,Sales Executive,9
No,Sales,Female,38,4198,Sales Executive,3
No,Sales,Female,36,6815,Sales Executive,1
No,Research & Development,Male,29,4723,Laboratory Technician,10
No,Research & Development,Female,35,6142,Healthcare Representative,5
No,Sales,Male,39,8237,Sales Executive,7
No,Research & Development,Male,29,8853,Healthcare Representative,6
No,Sales,Male,50,19331,Manager,1
No,Research & Development,Male,23,2073,Research Scientist,2
No,Research & Development,Male,36,5562,Laboratory Technician,3
No,Research & Development,Male,42,19613,Manager,1
No,Research & Development,Male,35,3407,Laboratory Technician,10
No,Research & Development,Male,34,5063,Healthcare Representative,8
No,Sales,Female,40,4639,Sales Executive,5
No,Research & Development,Male,43,4876,Laboratory Technician,6
No,Research & Development,Male,35,2690,Laboratory Technician,1
No,Sales,Male,46,17567,Manager,26
Yes,Research & Development,Male,28,2408,Laboratory Technician,1
No,Research & Development,Female,22,2814,Research Scientist,4
No,Research & Development,Male,50,11245,Healthcare Representative,30
No,Research & Development,Female,32,3312,Research Scientist,3
No,Research & Development,Female,44,19049,Research Director,22
No,Research & Development,Male,30,2141,Research Scientist,6
No,Research & Development,Female,45,5769,Laboratory Technician,10
No,Sales,Male,45,4385,Sales Executive,10
No,Sales,Male,31,5332,Sales Executive,5
No,Research & Development,Female,36,4663,Manufacturing Director,3
No,Research & Development,Male,34,4724,Manufacturing Director,9
No,Research & Development,Female,49,3211,Laboratory Technician,9
No,Research & Development,Male,39,5377,Manufacturing Director,7
No,Research & Development,Male,27,4066,Laboratory Technician,7
No,Research & Development,Male,35,5208,Research Scientist,16
No,Research & Development,Female,28,4877,Manufacturing Director,5
No,Research & Development,Male,21,3117,Research Scientist,2
Yes,Sales,Female,18,1569,Sales Representative,0
No,Human Resources,Female,47,19658,Manager,5
No,Research & Development,Male,39,3069,Laboratory Technician,10
No,Research & Development,Female,40,10435,Manufacturing Director,18
No,Research & Development,Female,35,4148,Healthcare Representative,14
No,Research & Development,Male,37,5768,Manufacturing Director,4
No,Research & Development,Female,39,5042,Manufacturing Director,9
No,Research & Development,Female,45,5770,Manufacturing Director,10
No,Research & Development,Female,38,7756,Manufacturing Director,5
Yes,Sales,Male,35,10306,Sales Executive,13
No,Research & Development,Female,37,3936,Research Scientist,8
No,Research & Development,Female,40,7945,Manufacturing Director,4
No,Human Resources,Male,44,5743,Human Resources,10
No,Research & Development,Male,48,15202,Manager,2
Yes,Sales,Male,35,5440,Sales Executive,2
No,Research & Development,Female,24,3760,Research Scientist,6
No,Research & Development,Female,27,3517,Research Scientist,3
No,Research & Development,Male,27,2580,Research Scientist,4
Yes,Research & Development,Male,40,2166,Laboratory Technician,4
No,Sales,Male,29,5869,Sales Executive,5
No,Research & Development,Female,36,8008,Healthcare Representative,3
No,Research & Development,Male,25,5206,Manufacturing Director,7
No,Research & Development,Male,39,5295,Manufacturing Director,5
No,Research & Development,Female,49,16413,Research Director,4
No,Research & Development,Female,50,13269,Research Director,14
No,Sales,Female,20,2783,Sales Representative,2
No,Research & Development,Female,34,5433,Research Scientist,11
No,Research & Development,Male,36,2013,Laboratory Technician,4
No,Research & Development,Female,49,13966,Healthcare Representative,15
No,Research & Development,Female,36,4374,Manufacturing Director,3
No,Research & Development,Male,36,6842,Healthcare Representative,5
No,Research & Development,Female,54,17426,Manager,10
No,Research & Development,Male,43,17603,Research Director,14
Yes,Sales,Male,35,4581,Sales Executive,11
No,Research & Development,Male,38,4735,Research Scientist,13
No,Sales,Male,29,4187,Sales Executive,10
No,Sales,Male,33,5505,Sales Executive,6
No,Research & Development,Male,32,5470,Research Scientist,9
No,Sales,Female,31,5476,Sales Executive,10
No,Research & Development,Female,49,2587,Laboratory Technician,2
No,Research & Development,Female,38,2440,Laboratory Technician,4
No,Sales,Female,47,15972,Manager,3
No,Research & Development,Male,49,15379,Manager,8
No,Sales,Male,41,7082,Sales Executive,2
No,Sales,Male,20,2728,Sales Representative,2
No,Sales,Female,33,5368,Sales Executive,6
No,Research & Development,Male,36,5347,Healthcare Representative,3
No,Human Resources,Female,44,3195,Human Resources,2
Yes,Research & Development,Male,23,3989,Laboratory Technician,5
No,Research & Development,Female,38,3306,Laboratory Technician,0
No,Research & Development,Male,53,7005,Healthcare Representative,4
Yes,Sales,Female,48,2655,Sales Representative,9
Yes,Research & Development,Male,32,1393,Laboratory Technician,1
No,Research & Development,Male,26,2570,Laboratory Technician,7
No,Research & Development,Male,55,3537,Research Scientist,4
No,Research & Development,Male,34,3986,Laboratory Technician,15
No,Research & Development,Male,60,10883,Healthcare Representative,1
No,Research & Development,Male,33,2028,Laboratory Technician,14
No,Sales,Male,37,9525,Sales Executive,6
No,Research & Development,Female,34,2929,Research Scientist,10
Yes,Sales,Male,23,2275,Sales Representative,3
No,Research & Development,Female,44,7879,Healthcare Representative,8
No,Research & Development,Male,35,4930,Research Scientist,5
No,Sales,Male,43,7847,Sales Executive,10
No,Research & Development,Male,24,4401,Research Scientist,5
No,Sales,Male,41,9241,Sales Executive,10
No,Research & Development,Female,29,2974,Laboratory Technician,5
No,Sales,Female,36,4502,Sales Representative,13
No,Research & Development,Male,45,10748,Healthcare Representative,23
Yes,Human Resources,Male,24,1555,Human Resources,1
Yes,Sales,Male,47,12936,Sales Executive,23
No,Research & Development,Male,26,2305,Laboratory Technician,3
No,Research & Development,Female,45,16704,Research Director,21
No,Research & Development,Male,32,3433,Research Scientist,5
No,Research & Development,Male,31,3477,Laboratory Technician,5
No,Human Resources,Male,41,6430,Human Resources,3
No,Research & Development,Female,40,6516,Manufacturing Director,1
No,Research & Development,Male,24,3907,Laboratory Technician,6
No,Research & Development,Male,46,5562,Healthcare Representative,10
No,Research & Development,Male,35,6883,Manufacturing Director,7
No,Research & Development,Male,30,2862,Research Scientist,10
No,Sales,Male,47,4978,Sales Executive,1
No,Sales,Male,46,10368,Sales Executive,10
Yes,Sales,Male,36,6134,Sales Executive,2
Yes,Sales,Male,32,6735,Sales Executive,0
No,Research & Development,Female,23,3295,Laboratory Technician,3
No,Research & Development,Female,31,5238,Manufacturing Director,5
No,Research & Development,Male,39,6472,Laboratory Technician,9
No,Sales,Male,32,9610,Sales Executive,4
No,Sales,Male,40,19833,Manager,21
No,Human Resources,Female,45,9756,Human Resources,5
No,Research & Development,Female,30,4968,Research Scientist,9
No,Human Resources,Male,24,2145,Human Resources,2
Yes,Human Resources,Female,30,2180,Human Resources,4
No,Sales,Male,31,8346,Sales Executive,5
No,Research & Development,Female,27,3445,Research Scientist,6
Yes,Sales,Female,29,2760,Sales Representative,2
No,Research & Development,Male,29,6294,Healthcare Representative,3
No,Sales,Male,30,7140,Sales Executive,7
No,Research & Development,Male,34,2932,Research Scientist,5
No,Sales,Female,33,5147,Sales Executive,11
No,Sales,Female,49,4507,Sales Executive,5
Yes,Sales,Female,33,8564,Sales Executive,0
No,Research & Development,Female,38,2468,Laboratory Technician,6
Yes,Sales,Male,31,8161,Sales Executive,1
No,Research & Development,Female,29,2109,Research Scientist,1
No,Research & Development,Male,30,5294,Healthcare Representative,7
No,Research & Development,Male,32,2718,Research Scientist,7
No,Research & Development,Male,38,5811,Healthcare Representative,1
Yes,Research & Development,Male,43,2437,Research Scientist,1
No,Research & Development,Male,42,2766,Laboratory Technician,5
No,Research & Development,Male,55,19038,Research Director,1
No,Research & Development,Male,33,3055,Research Scientist,9
No,Research & Development,Male,41,2289,Laboratory Technician,5
No,Sales,Male,34,4001,Sales Executive,15
No,Research & Development,Female,53,12965,Manufacturing Director,3
No,Human Resources,Male,43,3539,Human Resources,9
No,Sales,Female,34,6029,Sales Executive,2
Yes,Sales,Male,21,2679,Sales Representative,1
No,Research & Development,Female,38,3702,Laboratory Technician,5
Yes,Research & Development,Female,22,2398,Laboratory Technician,1
No,Sales,Female,31,5468,Sales Executive,12
No,Research & Development,Female,51,13116,Manager,2
No,Sales,Male,37,4189,Sales Executive,5
No,Research & Development,Male,46,19328,Research Director,2
No,Research & Development,Male,36,8321,Healthcare Representative,12
Yes,Research & Development,Male,44,2342,Research Scientist,5
No,Human Resources,Male,37,4071,Human Resources,10
Yes,Sales,Male,35,5813,Sales Executive,10
No,Research & Development,Male,33,3143,Research Scientist,10
No,Research & Development,Male,28,2044,Research Scientist,5
No,Research & Development,Male,39,13464,Research Director,4
No,Sales,Male,46,7991,Sales Executive,2
No,Research & Development,Female,40,3377,Laboratory Technician,4
No,Research & Development,Male,42,5538,Healthcare Representative,0
No,Research & Development,Male,35,5762,Manufacturing Director,7
No,Human Resources,Male,38,2592,Human Resources,11
Yes,Research & Development,Male,34,5346,Laboratory Technician,7
Yes,Research & Development,Male,37,4213,Manufacturing Director,10
No,Sales,Male,39,4127,Sales Executive,2
No,Research & Development,Male,43,2438,Research Scientist,3
No,Research & Development,Male,41,6870,Healthcare Representative,3
No,Sales,Female,41,10447,Sales Executive,22
No,Research & Development,Female,30,9667,Manufacturing Director,7
Yes,Human Resources,Female,26,2148,Human Resources,5
Yes,Research & Development,Female,46,8926,Healthcare Representative,9
No,Research & Development,Female,40,6513,Healthcare Representative,5
No,Sales,Male,34,6799,Sales Executive,10
No,Sales,Male,58,16291,Manager,16
No,Research & Development,Male,35,2705,Laboratory Technician,5
No,Research & Development,Female,47,10333,Manufacturing Director,22
No,Research & Development,Female,40,4448,Healthcare Representative,7
No,Research & Development,Female,54,6854,Research Scientist,7
No,Sales,Female,31,9637,Sales Executive,3
No,Research & Development,Female,28,3591,Research Scientist,3
No,Sales,Female,38,5405,Sales Representative,4
No,Sales,Male,26,4684,Sales Executive,5
No,Research & Development,Male,58,15787,Research Director,2
No,Research & Development,Female,18,1514,Research Scientist,0
Yes,Human Resources,Male,31,2956,Human Resources,1
Yes,Human Resources,Male,29,2335,Human Resources,2
No,Sales,Female,45,5154,Sales Executive,8
No,Research & Development,Female,36,6962,Research Scientist,1
No,Sales,Male,43,5675,Sales Executive,7
No,Research & Development,Female,27,2379,Laboratory Technician,5
No,Research & Development,Male,29,3812,Laboratory Technician,11
No,Sales,Male,32,4648,Sales Executive,0
No,Research & Development,Male,42,2936,Research Scientist,6
No,Research & Development,Female,47,2105,Laboratory Technician,2
No,Research & Development,Male,46,8578,Manufacturing Director,9
No,Human Resources,Male,28,2706,Human Resources,3
No,Research & Development,Male,29,6384,Healthcare Representative,7
No,Research & Development,Male,42,3968,Laboratory Technician,0
Yes,Sales,Male,32,9907,Sales Executive,2
No,Sales,Female,46,13225,Sales Executive,19
No,Sales,Female,27,3540,Sales Representative,9
No,Human Resources,Male,29,2804,Human Resources,1
No,Research & Development,Female,43,19392,Manager,16
No,Research & Development,Male,48,19665,Research Director,22
Yes,Research & Development,Male,29,2439,Research Scientist,1
Yes,Sales,Female,46,7314,Sales Executive,8
No,Research & Development,Female,27,4774,Research Scientist,7
No,Research & Development,Male,39,3902,Research Scientist,2
No,Research & Development,Male,55,2662,Research Scientist,5
No,Sales,Female,28,2856,Sales Representative,1
Yes,Sales,Male,30,1081,Sales Representative,1
Yes,Research & Development,Male,22,2472,Research Scientist,1
No,Sales,Female,36,5673,Sales Executive,10
No,Research & Development,Male,31,4197,Laboratory Technician,10
No,Sales,Male,34,9713,Sales Executive,5
No,Research & Development,Male,29,2062,Laboratory Technician,3
No,Research & Development,Male,37,4284,Research Scientist,5
No,Research & Development,Female,35,4788,Manufacturing Director,3
No,Research & Development,Female,45,5906,Manufacturing Director,9
No,Human Resources,Male,36,3886,Human Resources,10
No,Research & Development,Male,40,16823,Manager,19
No,Research & Development,Female,26,2933,Research Scientist,1
No,Sales,Female,27,6500,Sales Executive,8
No,Research & Development,Female,48,17174,Manager,22
No,Research & Development,Male,44,5033,Healthcare Representative,2
Yes,Research & Development,Male,34,2307,Research Scientist,5
Yes,Research & Development,Male,56,2587,Laboratory Technician,4
No,Sales,Male,36,5507,Sales Executive,4
No,Sales,Female,41,4393,Sales Executive,5
No,Research & Development,Male,42,13348,Research Director,13
No,Sales,Female,31,6583,Sales Executive,5
No,Sales,Female,34,8103,Sales Executive,4
No,Research & Development,Female,31,3978,Laboratory Technician,2
No,Research & Development,Male,26,2544,Laboratory Technician,7
No,Research & Development,Male,45,5399,Healthcare Representative,4
No,Sales,Male,33,5487,Sales Executive,10
No,Sales,Male,28,6834,Sales Executive,7
Yes,Sales,Male,29,1091,Sales Representative,1
No,Sales,Female,39,5736,Sales Executive,3
No,Research & Development,Male,27,2226,Research Scientist,5
No,Research & Development,Male,34,5747,Research Scientist,15
Yes,Sales,Female,28,9854,Sales Executive,2
No,Research & Development,Male,47,5467,Research Scientist,8
No,Sales,Female,56,5380,Sales Executive,0
No,Research & Development,Male,39,5151,Manufacturing Director,10
No,Research & Development,Female,38,2133,Research Scientist,20
No,Sales,Female,58,17875,Manager,1
Yes,Research & Development,Female,32,2432,Research Scientist,4
No,Research & Development,Male,38,4771,Research Scientist,5
No,Research & Development,Male,49,19161,Research Director,5
No,Sales,Male,42,5087,Sales Executive,0
Yes,Human Resources,Female,27,2863,Human Resources,1
No,Sales,Male,35,5561,Sales Executive,5
No,Research & Development,Male,28,2144,Research Scientist,5
No,Research & Development,Male,31,3065,Research Scientist,4
No,Research & Development,Male,36,2810,Laboratory Technician,5
No,Sales,Male,34,9888,Sales Executive,14
No,Sales,Male,34,8628,Sales Executive,8
No,Research & Development,Male,26,2867,Laboratory Technician,7
No,Research & Development,Male,29,5373,Healthcare Representative,5
No,Research & Development,Female,32,6667,Healthcare Representative,5
No,Research & Development,Male,31,5003,Research Scientist,10
Yes,Research & Development,Male,28,2367,Laboratory Technician,4
No,Sales,Male,38,2858,Sales Representative,1
No,Sales,Female,35,5204,Sales Executive,10
No,Sales,Male,27,4105,Sales Executive,7
No,Research & Development,Male,32,9679,Manufacturing Director,1
Yes,Sales,Male,31,5617,Sales Executive,10
Yes,Sales,Male,53,10448,Sales Executive,2
No,Research & Development,Female,54,2897,Research Scientist,4
No,Research & Development,Male,33,5968,Healthcare Representative,9
No,Research & Development,Male,43,7510,Healthcare Representative,10
No,Human Resources,Male,38,2991,Human Resources,6
No,Human Resources,Male,55,19636,Manager,10
No,Research & Development,Female,31,1129,Laboratory Technician,1
No,Sales,Male,39,13341,Sales Executive,20
No,Research & Development,Male,42,4332,Research Scientist,20
No,Research & Development,Female,31,11031,Research Director,11
No,Research & Development,Female,54,4440,Manufacturing Director,5
No,Research & Development,Male,24,4617,Healthcare Representative,4
No,Research & Development,Male,23,2647,Laboratory Technician,5
No,Research & Development,Female,40,6323,Laboratory Technician,10
No,Sales,Female,40,5677,Sales Executive,11
No,Human Resources,Female,25,2187,Human Resources,2
No,Research & Development,Male,30,3748,Laboratory Technician,12
No,Research & Development,Male,25,3977,Laboratory Technician,2
No,Research & Development,Male,47,8633,Healthcare Representative,17
No,Research & Development,Male,33,2008,Laboratory Technician,1
No,Sales,Male,38,4440,Sales Executive,15
No,Sales,Male,31,3067,Sales Representative,2
No,Research & Development,Male,38,5321,Manufacturing Director,8
No,Research & Development,Male,42,5410,Research Scientist,4
No,Research & Development,Male,41,2782,Research Scientist,5
No,Research & Development,Female,47,11957,Research Director,13
No,Research & Development,Male,35,2660,Laboratory Technician,2
No,Research & Development,Male,22,3375,Research Scientist,3
No,Research & Development,Male,35,5098,Research Scientist,10
No,Research & Development,Female,33,4878,Healthcare Representative,9
No,Research & Development,Female,32,2837,Laboratory Technician,6
No,Research & Development,Male,40,2406,Laboratory Technician,1
No,Sales,Male,32,2269,Sales Representative,2
No,Research & Development,Male,39,4108,Research Scientist,7
No,Research & Development,Female,38,13206,Research Director,18
No,Sales,Female,32,10422,Sales Executive,14
No,Research & Development,Female,37,13744,Research Director,16
No,Sales,Female,25,4907,Sales Executive,5
No,Sales,Male,52,3482,Sales Representative,9
No,Research & Development,Male,44,2436,Research Scientist,4
No,Sales,Male,21,2380,Sales Representative,2
No,Research & Development,Male,39,19431,Manager,6
Yes,Sales,Male,23,1790,Sales Representative,1
No,Sales,Female,36,7644,Sales Executive,9
No,Research & Development,Female,36,5131,Manufacturing Director,4
No,Research & Development,Male,56,6306,Healthcare Representative,13
Yes,Research & Development,Male,29,4787,Research Scientist,2
No,Research & Development,Male,42,18880,Manager,22
Yes,Research & Development,Male,56,2339,Laboratory Technician,10
No,Research & Development,Female,41,13570,Manufacturing Director,20
No,Sales,Female,34,6712,Sales Executive,8
No,Sales,Male,36,5406,Sales Executive,15
No,Sales,Male,41,8938,Sales Executive,5
No,Research & Development,Male,32,2439,Research Scientist,4
No,Human Resources,Female,35,8837,Human Resources,9
No,Sales,Female,38,5343,Sales Executive,10
Yes,Sales,Male,50,6728,Sales Executive,6
No,Sales,Female,36,6652,Sales Executive,6
No,Sales,Female,45,4850,Sales Executive,5
No,Research & Development,Male,40,2809,Research Scientist,2
No,Research & Development,Male,35,5689,Healthcare Representative,10
No,Research & Development,Female,40,2001,Research Scientist,5
No,Research & Development,Female,35,2977,Research Scientist,4
No,Research & Development,Male,29,4025,Laboratory Technician,4
No,Research & Development,Female,29,3785,Research Scientist,5
Yes,Sales,Male,50,10854,Sales Executive,3
No,Sales,Female,39,12031,Sales Executive,20
No,Research & Development,Male,31,9936,Manufacturing Director,9
No,Sales,Female,26,2966,Sales Representative,4
No,Research & Development,Male,36,2571,Laboratory Technician,5
No,Research & Development,Male,39,9991,Healthcare Representative,7
No,Research & Development,Male,27,6142,Manufacturing Director,6
No,Sales,Male,49,5390,Sales Executive,9
No,Research & Development,Male,34,4404,Laboratory Technician,4
